,mindate,maxdate,name,id
400,1763-01-01,2016-03-01,Monthly mean temperature,MNTM
401,1950-11-28,2021-01-31,Daily minimum temperature of water in an evaporation pan,MNPN
402,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare muck,MN8393
403,1989-03-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,MN8390
404,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare muck,MN8293
405,1989-03-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,MN8290
406,1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: bare muck,MN8193
407,1990-01-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,MN8190
408,1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: grass muck,MN7293
409,1990-01-01,1990-10-01,Monthly mean minimum soil temperature(cover: grass muck,MN7290
410,1984-01-01,1993-01-01,Monthly mean minimum soil temperature(cover: straw mulch,MN6190
411,2012-09-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,MN5699
412,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,MN5599
413,2002-03-01,2009-02-01,Monthly mean minimum soil temperature(cover: sod,MN5590
414,2011-01-01,2011-12-01,Monthly mean minimum soil temperature(cover: sod,MN5499
415,2002-03-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,MN5490
416,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,MN5399
417,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,MN5390
418,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,MN5299
419,1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: sod,MN5291
420,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,MN5290
421,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,MN5199
422,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,MN5190
423,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,MN3699
424,2006-04-01,2006-04-01,Monthly mean minimum soil temperature(cover: bare ground,MN3690
425,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,MN3599
426,2004-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3590
427,2011-01-01,2011-09-01,Monthly mean minimum soil temperature(cover: bare ground,MN3499
428,2004-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3490
429,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,MN3399
430,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3392
431,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3390
432,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,MN3299
433,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3292
434,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3290
435,2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,MN3199
436,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3192
437,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,MN3190
438,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: fallow,MN2392
439,1989-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,MN2390
440,1984-01-01,1989-07-01,Monthly mean minimum soil temperature(cover: fallow,MN2292
441,1990-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,MN2290
442,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: fallow,MN2192
443,1989-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,MN2190
444,2011-01-01,2011-01-01,Monthly mean minimum soil temperature(cover: grass,MN1499
445,2010-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: grass,MN1490
446,2011-01-01,2011-01-01,Monthly mean minimum soil temperature(cover: grass,MN1399
447,1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: grass,MN1391
448,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: grass,MN1390
449,2011-01-01,2012-09-01,Monthly mean minimum soil temperature(cover: grass,MN1299
450,1984-01-01,1989-07-01,Monthly mean minimum soil temperature(cover: grass,MN1291
451,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: grass,MN1290
452,1984-01-01,1985-06-01,Monthly mean minimum soil temperature(cover: grass,MN1191
453,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: grass,MN1190
454,1982-06-01,2020-11-01,Monthly mean minimum soil temperature (degrees F),MN08
455,1982-06-01,2020-11-01,Monthly mean minimum soil temperature (degrees F),MN07
456,1982-01-01,2020-11-01,Monthly mean minimum soil temperature (degrees F),MN06
457,1982-01-01,2020-11-01,Monthly mean minimum soil temperature (degrees F),MN05
458,1982-01-01,2020-12-01,Monthly mean minimum soil temperature (degrees F),MN04
459,1984-01-01,2009-12-01,Monthly mean minimum soil temperature(cover: unknown,MN0390
460,1982-01-01,2021-01-01,Monthly mean minimum soil temperature (degrees F),MN03
461,2011-01-01,2012-01-01,Monthly mean minimum soil temperature(cover: unknown,MN0299
462,1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: unknown,MN0290
463,1982-01-01,2021-01-01,Monthly mean minimum soil temperature (degrees F),MN02
464,1984-01-01,2009-08-01,Monthly mean minimum soil temperature(cover: unknown,MN0190
465,1982-01-01,2021-01-01,Monthly mean minimum soil temperature (degrees F),MN01
466,1763-01-01,2016-03-01,Monthly Mean maximum temperature,MMXT
467,1966-03-01,2015-11-01,Mean maximum temperature of evaporation pan water for the period.,MMXP
468,1763-01-01,2016-03-01,Monthly Mean minimum temperature,MMNT
469,1966-03-01,2015-11-01,Mean minimum temperature of evaporation pan water for the period.,MMNP
470,2010-01-01,2010-12-01,Long-term standard deviations of monthly minimum temperature,MLY-TMIN-STDDEV
471,2010-01-01,2010-12-01,probability of 36F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH036
472,2010-01-01,2010-12-01,probability of 32F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH032
473,2010-01-01,2010-12-01,probability of 28F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH028
474,2010-01-01,2010-12-01,probability of 24F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH024
475,2010-01-01,2010-12-01,probability of 20F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH020
476,2010-01-01,2010-12-01,probability of 16F or below at least once in the month,MLY-TMIN-PRBOCC-LSTH016
477,2010-01-01,2010-12-01,Long-term averages of monthly minimum temperature,MLY-TMIN-NORMAL
478,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 70F,MLY-TMIN-AVGNDS-LSTH070
479,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 60F,MLY-TMIN-AVGNDS-LSTH060
480,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 50F,MLY-TMIN-AVGNDS-LSTH050
481,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 40F,MLY-TMIN-AVGNDS-LSTH040
482,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 32F,MLY-TMIN-AVGNDS-LSTH032
483,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 20F,MLY-TMIN-AVGNDS-LSTH020
484,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 10F,MLY-TMIN-AVGNDS-LSTH010
485,2010-01-01,2010-12-01,Long-term average number of days per month where tmin is less than or equal to 0F,MLY-TMIN-AVGNDS-LSTH000
486,2010-01-01,2010-12-01,Long-term standard deviations of monthly maximum temperature,MLY-TMAX-STDDEV
487,2010-01-01,2010-12-01,Long-term averages of monthly maximum temperature,MLY-TMAX-NORMAL
488,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is less than or equal to 32F,MLY-TMAX-AVGNDS-LSTH032
489,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 100F,MLY-TMAX-AVGNDS-GRTH100
490,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 90F,MLY-TMAX-AVGNDS-GRTH090
491,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 80F,MLY-TMAX-AVGNDS-GRTH080
492,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 70F,MLY-TMAX-AVGNDS-GRTH070
493,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 60F,MLY-TMAX-AVGNDS-GRTH060
494,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 50F,MLY-TMAX-AVGNDS-GRTH050
495,2010-01-01,2010-12-01,Long-term average number of days per month where tmax is greater than or equal to 40F,MLY-TMAX-AVGNDS-GRTH040
496,2010-01-01,2010-12-01,Long-term standard deviations of monthly average temperature,MLY-TAVG-STDDEV
497,2010-01-01,2010-12-01,Long-term averages of monthly average temperature,MLY-TAVG-NORMAL
498,2010-01-01,2010-12-01,Long-term averages of number of days per month with snow depth >= 10 inches,MLY-SNWD-AVGNDS-GE010WI
499,2010-01-01,2010-12-01,Long-term averages of number of days per month with snow depth >= 5 inches,MLY-SNWD-AVGNDS-GE005WI
500,2010-01-01,2010-12-01,Long-term averages of number of days per month with snow depth >= 3 inches,MLY-SNWD-AVGNDS-GE003WI
501,2010-01-01,2010-12-01,Long-term averages of number of days per month with snow depth >= 1 inch,MLY-SNWD-AVGNDS-GE001WI
502,2010-01-01,2010-12-01,Long-term averages of monthly snowfall totals,MLY-SNOW-NORMAL
503,2010-01-01,2010-12-01,Long-term averages of number of days per month with Snowfall >= 10.0 inches,MLY-SNOW-AVGNDS-GE100TI
504,2010-01-01,2010-12-01,Long-term averages of number of days per month with Snowfall >= 5.0 inches,MLY-SNOW-AVGNDS-GE050TI
505,2010-01-01,2010-12-01,Long-term averages of number of days per month with Snowfall >= 3.0 inches,MLY-SNOW-AVGNDS-GE030TI
506,2010-01-01,2010-12-01,Long-term averages of number of days per month with Snowfall >= 1.0 inches,MLY-SNOW-AVGNDS-GE010TI
507,2010-01-01,2010-12-01,Long-term averages of number of days per month with Snowfall >= 0.1 inches,MLY-SNOW-AVGNDS-GE001TI
508,2010-01-01,2010-12-01,75th percentiles of monthly snowfall totals,MLY-SNOW-75PCTL
509,2010-01-01,2010-12-01,50th percentiles of monthly snowfall totals,MLY-SNOW-50PCTL
510,2010-01-01,2010-12-01,25th percentiles of monthly snowfall totals,MLY-SNOW-25PCTL
511,2010-01-01,2010-12-01,Long-term averages of monthly precipitation totals,MLY-PRCP-NORMAL
512,2010-01-01,2010-12-01,Long-term averages of number of days per month with precipitation >= 1.00 inches,MLY-PRCP-AVGNDS-GE100HI
513,2010-01-01,2010-12-01,Long-term averages of number of days per month with precipitation >= 0.50 inches,MLY-PRCP-AVGNDS-GE050HI
514,2010-01-01,2010-12-01,Long-term averages of number of days per month with precipitation >= 0.10 inches,MLY-PRCP-AVGNDS-GE010HI
515,2010-01-01,2010-12-01,Long-term averages of number of days per month with precipitation >= 0.01 inches,MLY-PRCP-AVGNDS-GE001HI
516,2010-01-01,2010-12-01,75th percentiles of monthly precipitation totals,MLY-PRCP-75PCTL
517,2010-01-01,2010-12-01,50th percentiles of monthly precipitation totals,MLY-PRCP-50PCTL
518,2010-01-01,2010-12-01,25th percentiles of monthly precipitation totals,MLY-PRCP-25PCTL
519,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 65F,MLY-HTDD-NORMAL
520,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 60F,MLY-HTDD-BASE60
521,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 57F,MLY-HTDD-BASE57
522,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 55F,MLY-HTDD-BASE55
523,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 50F,MLY-HTDD-BASE50
524,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 45F,MLY-HTDD-BASE45
525,2010-01-01,2010-12-01,Long-term averages of monthly heating degree days with base 40F,MLY-HTDD-BASE40
526,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with truncated bases 50F and 86F,MLY-GRDD-TB5086
527,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with truncated bases 48F and 86F,MLY-GRDD-TB4886
528,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 72F,MLY-GRDD-BASE72
529,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 70F,MLY-GRDD-BASE70
530,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 65F,MLY-GRDD-BASE65
531,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 60F,MLY-GRDD-BASE60
532,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 57F,MLY-GRDD-BASE57
533,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 55F,MLY-GRDD-BASE55
534,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 50F,MLY-GRDD-BASE50
535,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 45F,MLY-GRDD-BASE45
536,2010-01-01,2010-12-01,Long-term averages of monthly growing degree days with base 40F,MLY-GRDD-BASE40
537,2010-01-01,2010-12-01,Long-term standard deviations of monthly diurnal temperature range,MLY-DUTR-STDDEV
538,2010-01-01,2010-12-01,Long-term averages of monthly diurnal temperature range,MLY-DUTR-NORMAL
539,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 65F,MLY-CLDD-NORMAL
540,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 72F,MLY-CLDD-BASE72
541,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 70F,MLY-CLDD-BASE70
542,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 60F,MLY-CLDD-BASE60
543,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 57F,MLY-CLDD-BASE57
544,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 55F,MLY-CLDD-BASE55
545,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 50F,MLY-CLDD-BASE50
546,2010-01-01,2010-12-01,Long-term averages of monthly cooling degree days with base 45F,MLY-CLDD-BASE45
547,1935-09-23,2010-06-21,Multiday wind movement,MDWM
548,1863-05-04,2021-03-07,Multiday maximum temperature (use with DATX),MDTX
549,1863-05-04,2021-03-08,Multiday minimum temperature (use with DATN),MDTN
550,1859-12-29,2020-03-17,Multiday snowfall total ,MDSF
551,1832-05-11,2021-03-08,"Multiday precipitation total (use with DAPR and DWPR, if available)",MDPR
552,1948-08-02,2010-08-16,Multiday evaporation total (use with DAEV),MDEV
553,2010-01-01,2010-01-01,Long-term averages of spring minimum temperature,MAM-TMIN-NORMAL
554,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 70F,MAM-TMIN-AVGNDS-LSTH070
555,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 60F,MAM-TMIN-AVGNDS-LSTH060
556,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 50F,MAM-TMIN-AVGNDS-LSTH050
557,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 40F,MAM-TMIN-AVGNDS-LSTH040
558,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 32F,MAM-TMIN-AVGNDS-LSTH032
559,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 20F,MAM-TMIN-AVGNDS-LSTH020
560,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 10F,MAM-TMIN-AVGNDS-LSTH010
561,2010-01-01,2010-01-01,Long-term average number of days per spring where tmin is less than or equal to 0F,MAM-TMIN-AVGNDS-LSTH000
562,2010-01-01,2010-01-01,Long-term averages of spring maximum temperature,MAM-TMAX-NORMAL
563,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is less than or equal to 32F,MAM-TMAX-AVGNDS-LSTH032
564,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 100F,MAM-TMAX-AVGNDS-GRTH100
565,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 90F,MAM-TMAX-AVGNDS-GRTH090
566,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 80F,MAM-TMAX-AVGNDS-GRTH080
567,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 70F,MAM-TMAX-AVGNDS-GRTH070
568,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 60F,MAM-TMAX-AVGNDS-GRTH060
569,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 50F,MAM-TMAX-AVGNDS-GRTH050
570,2010-01-01,2010-01-01,Long-term average number of days per spring where tmax is greater than or equal to 40F,MAM-TMAX-AVGNDS-GRTH040
571,2010-01-01,2010-01-01,Long-term averages of spring average temperature,MAM-TAVG-NORMAL
572,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snow depth >= 10 inches,MAM-SNWD-AVGNDS-GE010WI
573,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snow depth >= 5 inches,MAM-SNWD-AVGNDS-GE005WI
574,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snow depth >= 3 inches,MAM-SNWD-AVGNDS-GE003WI
575,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snow depth >= 1 inch,MAM-SNWD-AVGNDS-GE001WI
576,2010-01-01,2010-01-01,Long-term averages of seasonal snowfall totals for March-May,MAM-SNOW-NORMAL
577,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snowfall >= 10.0 inches,MAM-SNOW-AVGNDS-GE100TI
578,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snowfall >= 5.0 inches,MAM-SNOW-AVGNDS-GE050TI
579,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snowfall >= 3.0 inches,MAM-SNOW-AVGNDS-GE030TI
580,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snowfall >= 1.0 inches,MAM-SNOW-AVGNDS-GE010TI
581,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with snowfall >= 0.1 inches,MAM-SNOW-AVGNDS-GE001TI
582,2010-01-01,2010-01-01,Long-term averages of seasonal precipitation totals for March-May,MAM-PRCP-NORMAL
583,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with precipitation >= 1.00 inches,MAM-PRCP-AVGNDS-GE100HI
584,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with precipitation >= 0.50 inches,MAM-PRCP-AVGNDS-GE050HI
585,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with precipitation >= a 0.10 inches,MAM-PRCP-AVGNDS-GE010HI
586,2010-01-01,2010-01-01,Long-term averages of number of days during March-May with precipitation >= 0.01 inches,MAM-PRCP-AVGNDS-GE001HI
587,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 65F,MAM-HTDD-NORMAL
588,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 60F,MAM-HTDD-BASE60
589,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 57F,MAM-HTDD-BASE57
590,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 55F,MAM-HTDD-BASE55
591,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 50F,MAM-HTDD-BASE50
592,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 45F,MAM-HTDD-BASE45
593,2010-01-01,2010-01-01,Long-term averages of spring heating degree days with base 40F,MAM-HTDD-BASE40
594,2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 50F and 86F,MAM-GRDD-TB5086
595,2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 48F and 86F,MAM-GRDD-TB4886
596,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 72F,MAM-GRDD-BASE72
597,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 70F,MAM-GRDD-BASE70
598,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 65F,MAM-GRDD-BASE65
599,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 60F,MAM-GRDD-BASE60
600,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 57F,MAM-GRDD-BASE57
601,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 55F,MAM-GRDD-BASE55
602,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 50F,MAM-GRDD-BASE50
603,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 45F,MAM-GRDD-BASE45
604,2010-01-01,2010-01-01,Long-term averages of spring growing degree days with base 40F,MAM-GRDD-BASE40
605,2010-01-01,2010-01-01,Long-term averages of spring diurnal temperature range,MAM-DUTR-NORMAL
606,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 65F,MAM-CLDD-NORMAL
607,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 72F,MAM-CLDD-BASE72
608,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 70F,MAM-CLDD-BASE70
609,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 60F,MAM-CLDD-BASE60
610,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 57F,MAM-CLDD-BASE57
611,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 55F,MAM-CLDD-BASE55
612,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 50F,MAM-CLDD-BASE50
613,2010-01-01,2010-01-01,Long-term averages of spring cooling degree days with base 45F,MAM-CLDD-BASE45
614,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8393
615,1989-03-01,1990-10-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8390
616,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8293
617,1989-03-01,1990-10-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8290
618,1984-01-01,1989-02-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8193
619,1990-01-01,1990-10-01,Lowest maximum soil temperature for the month(cover: bare muck,LX8190
620,1984-01-01,1989-02-01,Lowest maximum soil temperature for the month(cover: grass muck,LX7293
621,1990-01-01,1990-10-01,Lowest maximum soil temperature for the month(cover: grass muck,LX7290
622,1984-01-01,1996-11-01,Lowest maximum soil temperature for the month(cover: straw mulch,LX6190
623,2012-09-01,2015-11-01,Lowest maximum soil temperature for the month(cover: sod,LX5699
624,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: sod,LX5599
625,2002-03-01,2009-02-01,Lowest maximum soil temperature for the month(cover: sod,LX5590
626,2011-01-01,2011-12-01,Lowest maximum soil temperature for the month(cover: sod,LX5499
627,2002-03-01,2010-12-01,Lowest maximum soil temperature for the month(cover: sod,LX5490
628,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: sod,LX5399
629,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: sod,LX5390
630,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: sod,LX5299
631,1984-01-01,1989-02-01,Lowest maximum soil temperature for the month(cover: sod,LX5291
632,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: sod,LX5290
633,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: sod,LX5199
634,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: sod,LX5190
635,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3699
636,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3599
637,2004-08-01,2010-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3590
638,2011-01-01,2011-09-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3499
639,2004-08-01,2010-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3490
640,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3399
641,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3392
642,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3390
643,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3299
644,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3292
645,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3290
646,2011-01-01,2015-11-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3199
647,1984-01-01,1989-02-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3192
648,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: bare ground,LX3190
649,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2392
650,1989-08-01,2010-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2390
651,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2292
652,1989-08-01,2010-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2290
653,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2192
654,1989-08-01,2010-12-01,Lowest maximum soil temperature for the month(cover: fallow,LX2190
655,2011-08-01,2012-06-01,Lowest maximum soil temperature for the month(cover: grass,LX1799
656,2011-08-01,2012-06-01,Lowest maximum soil temperature for the month(cover: grass,LX1599
657,2011-01-01,2011-02-01,Lowest maximum soil temperature for the month(cover: grass,LX1499
658,2009-03-01,2010-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1490
659,2011-01-01,2011-01-01,Lowest maximum soil temperature for the month(cover: grass,LX1399
660,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1391
661,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1390
662,2011-01-01,2012-09-01,Lowest maximum soil temperature for the month(cover: grass,LX1299
663,1984-01-01,1988-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1291
664,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1290
665,1984-01-01,1985-07-01,Lowest maximum soil temperature for the month(cover: grass,LX1191
666,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: grass,LX1190
667,1982-06-01,2020-11-01,Lowest maximum soil temperature for the month (degrees F),LX08
668,1982-06-01,2020-11-01,Lowest maximum soil temperature for the month (degrees F),LX07
669,1982-01-01,2020-11-01,Lowest maximum soil temperature for the month (degrees F),LX06
670,1982-01-01,2021-01-01,Lowest maximum soil temperature for the month (degrees F),LX05
671,1982-01-01,2021-01-01,Lowest maximum soil temperature for the month (degrees F),LX04
672,1984-01-01,2009-12-01,Lowest maximum soil temperature for the month(cover: unknown,LX0390
673,1982-01-01,2021-01-01,Lowest maximum soil temperature for the month (degrees F),LX03
674,2011-01-01,2012-01-01,Lowest maximum soil temperature for the month(cover: unknown,LX0299
675,1984-01-01,2010-12-01,Lowest maximum soil temperature for the month(cover: unknown,LX0290
676,1982-01-01,2021-01-01,Lowest maximum soil temperature for the month (degrees F),LX02
677,1984-01-01,2009-08-01,Lowest maximum soil temperature for the month(cover: unknown,LX0190
678,1982-01-01,2021-01-01,Lowest maximum soil temperature for the month (degrees F),LX01
679,1763-01-01,2021-03-06,Lowest maximum temperature,LTMX
680,1763-01-01,2021-03-07,Lowest minimum temperature,LTMN
681,1984-01-01,1989-02-01,Lowest soil temperature at observation time(cover: bare muck,LO85A3
